,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
30263,14652418,57236,NIFTY22JUN18350PE,NIFTY,0,2022-06-30,18350.0,0.05,50,PE,NFO-OPT,NFO
30264,14652674,57237,NIFTY22JUN18400CE,NIFTY,0,2022-06-30,18400.0,0.05,50,CE,NFO-OPT,NFO
30265,14652930,57238,NIFTY22JUN18400PE,NIFTY,0,2022-06-30,18400.0,0.05,50,PE,NFO-OPT,NFO
30266,14653186,57239,NIFTY22JUN18450CE,NIFTY,0,2022-06-30,18450.0,0.05,50,CE,NFO-OPT,NFO
30267,14653442,57240,NIFTY22JUN18450PE,NIFTY,0,2022-06-30,18450.0,0.05,50,PE,NFO-OPT,NFO
30268,14653698,57241,NIFTY22JUN18500CE,NIFTY,0,2022-06-30,18500.0,0.05,50,CE,NFO-OPT,NFO
30269,10495746,40999,NIFTY22JUN18500PE,NIFTY,0,2022-06-30,18500.0,0.05,50,PE,NFO-OPT,NFO
30270,14653954,57242,NIFTY22JUN18550CE,NIFTY,0,2022-06-30,18550.0,0.05,50,CE,NFO-OPT,NFO
30271,14654210,57243,NIFTY22JUN18550PE,NIFTY,0,2022-06-30,18550.0,0.05,50,PE,NFO-OPT,NFO
30272,14654466,57244,NIFTY22JUN18600CE,NIFTY,0,2022-06-30,18600.0,0.05,50,CE,NFO-OPT,NFO
30273,14654722,57245,NIFTY22JUN18600PE,NIFTY,0,2022-06-30,18600.0,0.05,50,PE,NFO-OPT,NFO
30274,14654978,57246,NIFTY22JUN18650CE,NIFTY,0,2022-06-30,18650.0,0.05,50,CE,NFO-OPT,NFO
30275,14655234,57247,NIFTY22JUN18650PE,NIFTY,0,2022-06-30,18650.0,0.05,50,PE,NFO-OPT,NFO
30276,14655490,57248,NIFTY22JUN18700CE,NIFTY,0,2022-06-30,18700.0,0.05,50,CE,NFO-OPT,NFO
30277,14655746,57249,NIFTY22JUN18700PE,NIFTY,0,2022-06-30,18700.0,0.05,50,PE,NFO-OPT,NFO
30278,14656002,57250,NIFTY22JUN18750CE,NIFTY,0,2022-06-30,18750.0,0.05,50,CE,NFO-OPT,NFO
30279,14656258,57251,NIFTY22JUN18750PE,NIFTY,0,2022-06-30,18750.0,0.05,50,PE,NFO-OPT,NFO
30280,14656514,57252,NIFTY22JUN18800CE,NIFTY,0,2022-06-30,18800.0,0.05,50,CE,NFO-OPT,NFO
30281,14656770,57253,NIFTY22JUN18800PE,NIFTY,0,2022-06-30,18800.0,0.05,50,PE,NFO-OPT,NFO
30282,14657026,57254,NIFTY22JUN18850CE,NIFTY,0,2022-06-30,18850.0,0.05,50,CE,NFO-OPT,NFO
30283,14657282,57255,NIFTY22JUN18850PE,NIFTY,0,2022-06-30,18850.0,0.05,50,PE,NFO-OPT,NFO
30284,14657538,57256,NIFTY22JUN18900CE,NIFTY,0,2022-06-30,18900.0,0.05,50,CE,NFO-OPT,NFO
30285,14657794,57257,NIFTY22JUN18900PE,NIFTY,0,2022-06-30,18900.0,0.05,50,PE,NFO-OPT,NFO
30286,14658050,57258,NIFTY22JUN18950CE,NIFTY,0,2022-06-30,18950.0,0.05,50,CE,NFO-OPT,NFO
30287,14658306,57259,NIFTY22JUN18950PE,NIFTY,0,2022-06-30,18950.0,0.05,50,PE,NFO-OPT,NFO
30288,10227714,39952,NIFTY22JUN19000CE,NIFTY,0,2022-06-30,19000.0,0.05,50,CE,NFO-OPT,NFO
30289,10227970,39953,NIFTY22JUN19000PE,NIFTY,0,2022-06-30,19000.0,0.05,50,PE,NFO-OPT,NFO
30290,9164034,35797,NIFTY22JUN19050CE,NIFTY,0,2022-06-30,19050.0,0.05,50,CE,NFO-OPT,NFO
30291,9164290,35798,NIFTY22JUN19050PE,NIFTY,0,2022-06-30,19050.0,0.05,50,PE,NFO-OPT,NFO
30292,9164546,35799,NIFTY22JUN19100CE,NIFTY,0,2022-06-30,19100.0,0.05,50,CE,NFO-OPT,NFO
30293,9164802,35800,NIFTY22JUN19100PE,NIFTY,0,2022-06-30,19100.0,0.05,50,PE,NFO-OPT,NFO
30294,9165058,35801,NIFTY22JUN19150CE,NIFTY,0,2022-06-30,19150.0,0.05,50,CE,NFO-OPT,NFO
30295,9165314,35802,NIFTY22JUN19150PE,NIFTY,0,2022-06-30,19150.0,0.05,50,PE,NFO-OPT,NFO
30296,10398210,40618,NIFTY22JUN19200CE,NIFTY,0,2022-06-30,19200.0,0.05,50,CE,NFO-OPT,NFO
30297,10399234,40622,NIFTY22JUN19200PE,NIFTY,0,2022-06-30,19200.0,0.05,50,PE,NFO-OPT,NFO
30298,10399490,40623,NIFTY22JUN19250CE,NIFTY,0,2022-06-30,19250.0,0.05,50,CE,NFO-OPT,NFO
30299,10399746,40624,NIFTY22JUN19250PE,NIFTY,0,2022-06-30,19250.0,0.05,50,PE,NFO-OPT,NFO
30300,10401026,40629,NIFTY22JUN19300CE,NIFTY,0,2022-06-30,19300.0,0.05,50,CE,NFO-OPT,NFO
30301,10401282,40630,NIFTY22JUN19300PE,NIFTY,0,2022-06-30,19300.0,0.05,50,PE,NFO-OPT,NFO
30302,10401538,40631,NIFTY22JUN19350CE,NIFTY,0,2022-06-30,19350.0,0.05,50,CE,NFO-OPT,NFO
30303,10402050,40633,NIFTY22JUN19350PE,NIFTY,0,2022-06-30,19350.0,0.05,50,PE,NFO-OPT,NFO
30304,10402306,40634,NIFTY22JUN19400CE,NIFTY,0,2022-06-30,19400.0,0.05,50,CE,NFO-OPT,NFO
30305,10402562,40635,NIFTY22JUN19400PE,NIFTY,0,2022-06-30,19400.0,0.05,50,PE,NFO-OPT,NFO
30306,10402818,40636,NIFTY22JUN19450CE,NIFTY,0,2022-06-30,19450.0,0.05,50,CE,NFO-OPT,NFO
30307,10403074,40637,NIFTY22JUN19450PE,NIFTY,0,2022-06-30,19450.0,0.05,50,PE,NFO-OPT,NFO
30308,10404866,40644,NIFTY22JUN19500CE,NIFTY,0,2022-06-30,19500.0,0.05,50,CE,NFO-OPT,NFO
30309,10405890,40648,NIFTY22JUN19500PE,NIFTY,0,2022-06-30,19500.0,0.05,50,PE,NFO-OPT,NFO
30310,10406146,40649,NIFTY22JUN19550CE,NIFTY,0,2022-06-30,19550.0,0.05,50,CE,NFO-OPT,NFO
30311,10406402,40650,NIFTY22JUN19550PE,NIFTY,0,2022-06-30,19550.0,0.05,50,PE,NFO-OPT,NFO
30312,9660930,37738,NIFTY22JUN20000CE,NIFTY,0,2022-06-30,20000.0,0.05,50,CE,NFO-OPT,NFO
30313,9661698,37741,NIFTY22JUN20000PE,NIFTY,0,2022-06-30,20000.0,0.05,50,PE,NFO-OPT,NFO
30314,17214466,67244,NIFTY22JUN20500CE,NIFTY,0,2022-06-30,20500.0,0.05,50,CE,NFO-OPT,NFO
30315,13162498,51416,NIFTY22JUN21000CE,NIFTY,0,2022-06-30,21000.0,0.05,50,CE,NFO-OPT,NFO
30316,13166850,51433,NIFTY22JUN21000PE,NIFTY,0,2022-06-30,21000.0,0.05,50,PE,NFO-OPT,NFO
30317,14998786,58589,NIFTY22JUN22000CE,NIFTY,0,2022-06-30,22000.0,0.05,50,CE,NFO-OPT,NFO
30318,14999042,58590,NIFTY22JUN22000PE,NIFTY,0,2022-06-30,22000.0,0.05,50,PE,NFO-OPT,NFO
30319,9646594,37682,NIFTY22JUN23000CE,NIFTY,0,2022-06-30,23000.0,0.05,50,CE,NFO-OPT,NFO
30320,9648642,37690,NIFTY22JUN23000PE,NIFTY,0,2022-06-30,23000.0,0.05,50,PE,NFO-OPT,NFO
30321,13025538,50881,NIFTY22JUN8300PE,NIFTY,0,2022-06-30,8300.0,0.05,50,PE,NFO-OPT,NFO
30322,9877250,38583,NIFTY22JUL13800CE,NIFTY,0,2022-07-28,13800.0,0.05,50,CE,NFO-OPT,NFO
30323,9878018,38586,NIFTY22JUL13800PE,NIFTY,0,2022-07-28,13800.0,0.05,50,PE,NFO-OPT,NFO
30324,12476418,48736,NIFTY22JUL13850CE,NIFTY,0,2022-07-28,13850.0,0.05,50,CE,NFO-OPT,NFO
30325,12476674,48737,NIFTY22JUL13850PE,NIFTY,0,2022-07-28,13850.0,0.05,50,PE,NFO-OPT,NFO
30326,12476930,48738,NIFTY22JUL13900CE,NIFTY,0,2022-07-28,13900.0,0.05,50,CE,NFO-OPT,NFO
30327,12478210,48743,NIFTY22JUL13900PE,NIFTY,0,2022-07-28,13900.0,0.05,50,PE,NFO-OPT,NFO
30328,12478466,48744,NIFTY22JUL13950CE,NIFTY,0,2022-07-28,13950.0,0.05,50,CE,NFO-OPT,NFO
30329,12478722,48745,NIFTY22JUL13950PE,NIFTY,0,2022-07-28,13950.0,0.05,50,PE,NFO-OPT,NFO
30330,12478978,48746,NIFTY22JUL14000CE,NIFTY,0,2022-07-28,14000.0,0.05,50,CE,NFO-OPT,NFO
30331,12479234,48747,NIFTY22JUL14000PE,NIFTY,0,2022-07-28,14000.0,0.05,50,PE,NFO-OPT,NFO
30332,12479490,48748,NIFTY22JUL14050CE,NIFTY,0,2022-07-28,14050.0,0.05,50,CE,NFO-OPT,NFO
30333,12479746,48749,NIFTY22JUL14050PE,NIFTY,0,2022-07-28,14050.0,0.05,50,PE,NFO-OPT,NFO
30334,12480002,48750,NIFTY22JUL14100CE,NIFTY,0,2022-07-28,14100.0,0.05,50,CE,NFO-OPT,NFO
30335,12480258,48751,NIFTY22JUL14100PE,NIFTY,0,2022-07-28,14100.0,0.05,50,PE,NFO-OPT,NFO
30336,12480514,48752,NIFTY22JUL14150CE,NIFTY,0,2022-07-28,14150.0,0.05,50,CE,NFO-OPT,NFO
30337,12480770,48753,NIFTY22JUL14150PE,NIFTY,0,2022-07-28,14150.0,0.05,50,PE,NFO-OPT,NFO
30338,9843458,38451,NIFTY22JUL14200CE,NIFTY,0,2022-07-28,14200.0,0.05,50,CE,NFO-OPT,NFO
30339,9843970,38453,NIFTY22JUL14200PE,NIFTY,0,2022-07-28,14200.0,0.05,50,PE,NFO-OPT,NFO
30340,11503618,44936,NIFTY22JUL14250CE,NIFTY,0,2022-07-28,14250.0,0.05,50,CE,NFO-OPT,NFO
30341,11503874,44937,NIFTY22JUL14250PE,NIFTY,0,2022-07-28,14250.0,0.05,50,PE,NFO-OPT,NFO
30342,14169090,55348,NIFTY22JUL14300CE,NIFTY,0,2022-07-28,14300.0,0.05,50,CE,NFO-OPT,NFO
30343,14169346,55349,NIFTY22JUL14300PE,NIFTY,0,2022-07-28,14300.0,0.05,50,PE,NFO-OPT,NFO
30344,14169602,55350,NIFTY22JUL14350CE,NIFTY,0,2022-07-28,14350.0,0.05,50,CE,NFO-OPT,NFO
30345,14169858,55351,NIFTY22JUL14350PE,NIFTY,0,2022-07-28,14350.0,0.05,50,PE,NFO-OPT,NFO
30346,14170114,55352,NIFTY22JUL14400CE,NIFTY,0,2022-07-28,14400.0,0.05,50,CE,NFO-OPT,NFO
30347,14170370,55353,NIFTY22JUL14400PE,NIFTY,0,2022-07-28,14400.0,0.05,50,PE,NFO-OPT,NFO
30348,14170626,55354,NIFTY22JUL14450CE,NIFTY,0,2022-07-28,14450.0,0.05,50,CE,NFO-OPT,NFO
30349,14172418,55361,NIFTY22JUL14450PE,NIFTY,0,2022-07-28,14450.0,0.05,50,PE,NFO-OPT,NFO
30350,14172674,55362,NIFTY22JUL14500CE,NIFTY,0,2022-07-28,14500.0,0.05,50,CE,NFO-OPT,NFO
30351,14172930,55363,NIFTY22JUL14500PE,NIFTY,0,2022-07-28,14500.0,0.05,50,PE,NFO-OPT,NFO
30352,14173186,55364,NIFTY22JUL14550CE,NIFTY,0,2022-07-28,14550.0,0.05,50,CE,NFO-OPT,NFO
30353,14173442,55365,NIFTY22JUL14550PE,NIFTY,0,2022-07-28,14550.0,0.05,50,PE,NFO-OPT,NFO
30354,14173698,55366,NIFTY22JUL14600CE,NIFTY,0,2022-07-28,14600.0,0.05,50,CE,NFO-OPT,NFO
30355,14173954,55367,NIFTY22JUL14600PE,NIFTY,0,2022-07-28,14600.0,0.05,50,PE,NFO-OPT,NFO
30356,10248706,40034,NIFTY22JUL14650CE,NIFTY,0,2022-07-28,14650.0,0.05,50,CE,NFO-OPT,NFO
30357,10817282,42255,NIFTY22JUL14650PE,NIFTY,0,2022-07-28,14650.0,0.05,50,PE,NFO-OPT,NFO
30358,11012098,43016,NIFTY22JUL14700CE,NIFTY,0,2022-07-28,14700.0,0.05,50,CE,NFO-OPT,NFO
30359,11012354,43017,NIFTY22JUL14700PE,NIFTY,0,2022-07-28,14700.0,0.05,50,PE,NFO-OPT,NFO
30360,12428290,48548,NIFTY22JUL14750CE,NIFTY,0,2022-07-28,14750.0,0.05,50,CE,NFO-OPT,NFO
30361,12428546,48549,NIFTY22JUL14750PE,NIFTY,0,2022-07-28,14750.0,0.05,50,PE,NFO-OPT,NFO
30362,11802882,46105,NIFTY22JUL14800CE,NIFTY,0,2022-07-28,14800.0,0.05,50,CE,NFO-OPT,NFO
30363,11803138,46106,NIFTY22JUL14800PE,NIFTY,0,2022-07-28,14800.0,0.05,50,PE,NFO-OPT,NFO
30364,11803394,46107,NIFTY22JUL14850CE,NIFTY,0,2022-07-28,14850.0,0.05,50,CE,NFO-OPT,NFO
30365,11803650,46108,NIFTY22JUL14850PE,NIFTY,0,2022-07-28,14850.0,0.05,50,PE,NFO-OPT,NFO
30366,10862594,42432,NIFTY22JUL14900CE,NIFTY,0,2022-07-28,14900.0,0.05,50,CE,NFO-OPT,NFO
30367,10862850,42433,NIFTY22JUL14900PE,NIFTY,0,2022-07-28,14900.0,0.05,50,PE,NFO-OPT,NFO
30368,10863106,42434,NIFTY22JUL14950CE,NIFTY,0,2022-07-28,14950.0,0.05,50,CE,NFO-OPT,NFO
30369,10863362,42435,NIFTY22JUL14950PE,NIFTY,0,2022-07-28,14950.0,0.05,50,PE,NFO-OPT,NFO
30370,10863618,42436,NIFTY22JUL15000CE,NIFTY,0,2022-07-28,15000.0,0.05,50,CE,NFO-OPT,NFO
30371,10863874,42437,NIFTY22JUL15000PE,NIFTY,0,2022-07-28,15000.0,0.05,50,PE,NFO-OPT,NFO
30372,10864130,42438,NIFTY22JUL15050CE,NIFTY,0,2022-07-28,15050.0,0.05,50,CE,NFO-OPT,NFO
30373,10864898,42441,NIFTY22JUL15050PE,NIFTY,0,2022-07-28,15050.0,0.05,50,PE,NFO-OPT,NFO
30374,10865154,42442,NIFTY22JUL15100CE,NIFTY,0,2022-07-28,15100.0,0.05,50,CE,NFO-OPT,NFO
30375,10865410,42443,NIFTY22JUL15100PE,NIFTY,0,2022-07-28,15100.0,0.05,50,PE,NFO-OPT,NFO
30376,10865666,42444,NIFTY22JUL15150CE,NIFTY,0,2022-07-28,15150.0,0.05,50,CE,NFO-OPT,NFO
30377,10865922,42445,NIFTY22JUL15150PE,NIFTY,0,2022-07-28,15150.0,0.05,50,PE,NFO-OPT,NFO
30378,9885442,38615,NIFTY22JUL15200CE,NIFTY,0,2022-07-28,15200.0,0.05,50,CE,NFO-OPT,NFO
30379,9885698,38616,NIFTY22JUL15200PE,NIFTY,0,2022-07-28,15200.0,0.05,50,PE,NFO-OPT,NFO
30380,9885954,38617,NIFTY22JUL15250CE,NIFTY,0,2022-07-28,15250.0,0.05,50,CE,NFO-OPT,NFO
30381,9886210,38618,NIFTY22JUL15250PE,NIFTY,0,2022-07-28,15250.0,0.05,50,PE,NFO-OPT,NFO
30382,9886466,38619,NIFTY22JUL15300CE,NIFTY,0,2022-07-28,15300.0,0.05,50,CE,NFO-OPT,NFO
30383,9886722,38620,NIFTY22JUL15300PE,NIFTY,0,2022-07-28,15300.0,0.05,50,PE,NFO-OPT,NFO
30384,9886978,38621,NIFTY22JUL15350CE,NIFTY,0,2022-07-28,15350.0,0.05,50,CE,NFO-OPT,NFO
30385,9887234,38622,NIFTY22JUL15350PE,NIFTY,0,2022-07-28,15350.0,0.05,50,PE,NFO-OPT,NFO
30386,9887490,38623,NIFTY22JUL15400CE,NIFTY,0,2022-07-28,15400.0,0.05,50,CE,NFO-OPT,NFO
30387,9887746,38624,NIFTY22JUL15400PE,NIFTY,0,2022-07-28,15400.0,0.05,50,PE,NFO-OPT,NFO
30388,9888002,38625,NIFTY22JUL15450CE,NIFTY,0,2022-07-28,15450.0,0.05,50,CE,NFO-OPT,NFO
30389,9888770,38628,NIFTY22JUL15450PE,NIFTY,0,2022-07-28,15450.0,0.05,50,PE,NFO-OPT,NFO
30390,9889026,38629,NIFTY22JUL15500CE,NIFTY,0,2022-07-28,15500.0,0.05,50,CE,NFO-OPT,NFO
30391,9889794,38632,NIFTY22JUL15500PE,NIFTY,0,2022-07-28,15500.0,0.05,50,PE,NFO-OPT,NFO
30392,9419778,36796,NIFTY22JUL15550CE,NIFTY,0,2022-07-28,15550.0,0.05,50,CE,NFO-OPT,NFO
30393,9420034,36797,NIFTY22JUL15550PE,NIFTY,0,2022-07-28,15550.0,0.05,50,PE,NFO-OPT,NFO
30394,8977410,35068,NIFTY22JUL15600CE,NIFTY,0,2022-07-28,15600.0,0.05,50,CE,NFO-OPT,NFO
30395,8977666,35069,NIFTY22JUL15600PE,NIFTY,0,2022-07-28,15600.0,0.05,50,PE,NFO-OPT,NFO
30396,8979970,35078,NIFTY22JUL15650CE,NIFTY,0,2022-07-28,15650.0,0.05,50,CE,NFO-OPT,NFO
30397,8980226,35079,NIFTY22JUL15650PE,NIFTY,0,2022-07-28,15650.0,0.05,50,PE,NFO-OPT,NFO
30398,8980482,35080,NIFTY22JUL15700CE,NIFTY,0,2022-07-28,15700.0,0.05,50,CE,NFO-OPT,NFO
30399,8984066,35094,NIFTY22JUL15700PE,NIFTY,0,2022-07-28,15700.0,0.05,50,PE,NFO-OPT,NFO
30400,14046978,54871,NIFTY22JUL15750CE,NIFTY,0,2022-07-28,15750.0,0.05,50,CE,NFO-OPT,NFO
30401,14047234,54872,NIFTY22JUL15750PE,NIFTY,0,2022-07-28,15750.0,0.05,50,PE,NFO-OPT,NFO
30402,14047490,54873,NIFTY22JUL15800CE,NIFTY,0,2022-07-28,15800.0,0.05,50,CE,NFO-OPT,NFO
30403,14047746,54874,NIFTY22JUL15800PE,NIFTY,0,2022-07-28,15800.0,0.05,50,PE,NFO-OPT,NFO
30404,14052610,54893,NIFTY22JUL15850CE,NIFTY,0,2022-07-28,15850.0,0.05,50,CE,NFO-OPT,NFO
30405,14052866,54894,NIFTY22JUL15850PE,NIFTY,0,2022-07-28,15850.0,0.05,50,PE,NFO-OPT,NFO
30406,14053122,54895,NIFTY22JUL15900CE,NIFTY,0,2022-07-28,15900.0,0.05,50,CE,NFO-OPT,NFO
30407,14053378,54896,NIFTY22JUL15900PE,NIFTY,0,2022-07-28,15900.0,0.05,50,PE,NFO-OPT,NFO
30408,14053634,54897,NIFTY22JUL15950CE,NIFTY,0,2022-07-28,15950.0,0.05,50,CE,NFO-OPT,NFO
30409,14053890,54898,NIFTY22JUL15950PE,NIFTY,0,2022-07-28,15950.0,0.05,50,PE,NFO-OPT,NFO
30410,14054402,54900,NIFTY22JUL16000CE,NIFTY,0,2022-07-28,16000.0,0.05,50,CE,NFO-OPT,NFO
30411,14054658,54901,NIFTY22JUL16000PE,NIFTY,0,2022-07-28,16000.0,0.05,50,PE,NFO-OPT,NFO
30412,14055170,54903,NIFTY22JUL16050CE,NIFTY,0,2022-07-28,16050.0,0.05,50,CE,NFO-OPT,NFO
30413,14055426,54904,NIFTY22JUL16050PE,NIFTY,0,2022-07-28,16050.0,0.05,50,PE,NFO-OPT,NFO
30414,14055682,54905,NIFTY22JUL16100CE,NIFTY,0,2022-07-28,16100.0,0.05,50,CE,NFO-OPT,NFO
30415,14058498,54916,NIFTY22JUL16100PE,NIFTY,0,2022-07-28,16100.0,0.05,50,PE,NFO-OPT,NFO
30416,14059778,54921,NIFTY22JUL16150CE,NIFTY,0,2022-07-28,16150.0,0.05,50,CE,NFO-OPT,NFO
30417,14060034,54922,NIFTY22JUL16150PE,NIFTY,0,2022-07-28,16150.0,0.05,50,PE,NFO-OPT,NFO
30418,14060290,54923,NIFTY22JUL16200CE,NIFTY,0,2022-07-28,16200.0,0.05,50,CE,NFO-OPT,NFO
30419,14060546,54924,NIFTY22JUL16200PE,NIFTY,0,2022-07-28,16200.0,0.05,50,PE,NFO-OPT,NFO
30420,14060802,54925,NIFTY22JUL16250CE,NIFTY,0,2022-07-28,16250.0,0.05,50,CE,NFO-OPT,NFO
30421,14061058,54926,NIFTY22JUL16250PE,NIFTY,0,2022-07-28,16250.0,0.05,50,PE,NFO-OPT,NFO
30422,14061314,54927,NIFTY22JUL16300CE,NIFTY,0,2022-07-28,16300.0,0.05,50,CE,NFO-OPT,NFO
30423,14061570,54928,NIFTY22JUL16300PE,NIFTY,0,2022-07-28,16300.0,0.05,50,PE,NFO-OPT,NFO
30424,14065410,54943,NIFTY22JUL16350CE,NIFTY,0,2022-07-28,16350.0,0.05,50,CE,NFO-OPT,NFO
30425,14065666,54944,NIFTY22JUL16350PE,NIFTY,0,2022-07-28,16350.0,0.05,50,PE,NFO-OPT,NFO
30426,14066946,54949,NIFTY22JUL16400CE,NIFTY,0,2022-07-28,16400.0,0.05,50,CE,NFO-OPT,NFO
30427,14067202,54950,NIFTY22JUL16400PE,NIFTY,0,2022-07-28,16400.0,0.05,50,PE,NFO-OPT,NFO
30428,14067458,54951,NIFTY22JUL16450CE,NIFTY,0,2022-07-28,16450.0,0.05,50,CE,NFO-OPT,NFO
30429,14067714,54952,NIFTY22JUL16450PE,NIFTY,0,2022-07-28,16450.0,0.05,50,PE,NFO-OPT,NFO
30430,14067970,54953,NIFTY22JUL16500CE,NIFTY,0,2022-07-28,16500.0,0.05,50,CE,NFO-OPT,NFO
30431,14068226,54954,NIFTY22JUL16500PE,NIFTY,0,2022-07-28,16500.0,0.05,50,PE,NFO-OPT,NFO
30432,14068482,54955,NIFTY22JUL16550CE,NIFTY,0,2022-07-28,16550.0,0.05,50,CE,NFO-OPT,NFO
30433,14068738,54956,NIFTY22JUL16550PE,NIFTY,0,2022-07-28,16550.0,0.05,50,PE,NFO-OPT,NFO
30434,14068994,54957,NIFTY22JUL16600CE,NIFTY,0,2022-07-28,16600.0,0.05,50,CE,NFO-OPT,NFO
30435,14069250,54958,NIFTY22JUL16600PE,NIFTY,0,2022-07-28,16600.0,0.05,50,PE,NFO-OPT,NFO
30436,14069506,54959,NIFTY22JUL16650CE,NIFTY,0,2022-07-28,16650.0,0.05,50,CE,NFO-OPT,NFO
30437,14069762,54960,NIFTY22JUL16650PE,NIFTY,0,2022-07-28,16650.0,0.05,50,PE,NFO-OPT,NFO
30438,14070018,54961,NIFTY22JUL16700CE,NIFTY,0,2022-07-28,16700.0,0.05,50,CE,NFO-OPT,NFO
30439,14070274,54962,NIFTY22JUL16700PE,NIFTY,0,2022-07-28,16700.0,0.05,50,PE,NFO-OPT,NFO
30440,14070530,54963,NIFTY22JUL16750CE,NIFTY,0,2022-07-28,16750.0,0.05,50,CE,NFO-OPT,NFO
30441,14070786,54964,NIFTY22JUL16750PE,NIFTY,0,2022-07-28,16750.0,0.05,50,PE,NFO-OPT,NFO
30442,14071042,54965,NIFTY22JUL16800CE,NIFTY,0,2022-07-28,16800.0,0.05,50,CE,NFO-OPT,NFO
30443,14071298,54966,NIFTY22JUL16800PE,NIFTY,0,2022-07-28,16800.0,0.05,50,PE,NFO-OPT,NFO
30444,14074114,54977,NIFTY22JUL16850CE,NIFTY,0,2022-07-28,16850.0,0.05,50,CE,NFO-OPT,NFO
30445,14074370,54978,NIFTY22JUL16850PE,NIFTY,0,2022-07-28,16850.0,0.05,50,PE,NFO-OPT,NFO
30446,14074626,54979,NIFTY22JUL16900CE,NIFTY,0,2022-07-28,16900.0,0.05,50,CE,NFO-OPT,NFO
30447,14074882,54980,NIFTY22JUL16900PE,NIFTY,0,2022-07-28,16900.0,0.05,50,PE,NFO-OPT,NFO
30448,14075138,54981,NIFTY22JUL16950CE,NIFTY,0,2022-07-28,16950.0,0.05,50,CE,NFO-OPT,NFO
30449,14075394,54982,NIFTY22JUL16950PE,NIFTY,0,2022-07-28,16950.0,0.05,50,PE,NFO-OPT,NFO
30450,14075650,54983,NIFTY22JUL17000CE,NIFTY,0,2022-07-28,17000.0,0.05,50,CE,NFO-OPT,NFO
30451,14075906,54984,NIFTY22JUL17000PE,NIFTY,0,2022-07-28,17000.0,0.05,50,PE,NFO-OPT,NFO
30452,14077186,54989,NIFTY22JUL17050CE,NIFTY,0,2022-07-28,17050.0,0.05,50,CE,NFO-OPT,NFO
30453,14077442,54990,NIFTY22JUL17050PE,NIFTY,0,2022-07-28,17050.0,0.05,50,PE,NFO-OPT,NFO
30454,14077698,54991,NIFTY22JUL17100CE,NIFTY,0,2022-07-28,17100.0,0.05,50,CE,NFO-OPT,NFO
30455,14077954,54992,NIFTY22JUL17100PE,NIFTY,0,2022-07-28,17100.0,0.05,50,PE,NFO-OPT,NFO
30456,14078210,54993,NIFTY22JUL17150CE,NIFTY,0,2022-07-28,17150.0,0.05,50,CE,NFO-OPT,NFO
30457,14078466,54994,NIFTY22JUL17150PE,NIFTY,0,2022-07-28,17150.0,0.05,50,PE,NFO-OPT,NFO
30458,14078722,54995,NIFTY22JUL17200CE,NIFTY,0,2022-07-28,17200.0,0.05,50,CE,NFO-OPT,NFO
30459,14078978,54996,NIFTY22JUL17200PE,NIFTY,0,2022-07-28,17200.0,0.05,50,PE,NFO-OPT,NFO
30460,14081026,55004,NIFTY22JUL17250CE,NIFTY,0,2022-07-28,17250.0,0.05,50,CE,NFO-OPT,NFO
30461,14081282,55005,NIFTY22JUL17250PE,NIFTY,0,2022-07-28,17250.0,0.05,50,PE,NFO-OPT,NFO
30462,14082562,55010,NIFTY22JUL17300CE,NIFTY,0,2022-07-28,17300.0,0.05,50,CE,NFO-OPT,NFO
30463,14082818,55011,NIFTY22JUL17300PE,NIFTY,0,2022-07-28,17300.0,0.05,50,PE,NFO-OPT,NFO
30464,14084098,55016,NIFTY22JUL17350CE,NIFTY,0,2022-07-28,17350.0,0.05,50,CE,NFO-OPT,NFO
30465,14084354,55017,NIFTY22JUL17350PE,NIFTY,0,2022-07-28,17350.0,0.05,50,PE,NFO-OPT,NFO
30466,14087426,55029,NIFTY22JUL17400CE,NIFTY,0,2022-07-28,17400.0,0.05,50,CE,NFO-OPT,NFO
30467,14087682,55030,NIFTY22JUL17400PE,NIFTY,0,2022-07-28,17400.0,0.05,50,PE,NFO-OPT,NFO
30468,14087938,55031,NIFTY22JUL17450CE,NIFTY,0,2022-07-28,17450.0,0.05,50,CE,NFO-OPT,NFO
30469,14089730,55038,NIFTY22JUL17450PE,NIFTY,0,2022-07-28,17450.0,0.05,50,PE,NFO-OPT,NFO
30470,14090242,55040,NIFTY22JUL17500CE,NIFTY,0,2022-07-28,17500.0,0.05,50,CE,NFO-OPT,NFO
30471,14090498,55041,NIFTY22JUL17500PE,NIFTY,0,2022-07-28,17500.0,0.05,50,PE,NFO-OPT,NFO
30472,14091522,55045,NIFTY22JUL17550CE,NIFTY,0,2022-07-28,17550.0,0.05,50,CE,NFO-OPT,NFO
30473,14091778,55046,NIFTY22JUL17550PE,NIFTY,0,2022-07-28,17550.0,0.05,50,PE,NFO-OPT,NFO
30474,14092034,55047,NIFTY22JUL17600CE,NIFTY,0,2022-07-28,17600.0,0.05,50,CE,NFO-OPT,NFO
30475,14093314,55052,NIFTY22JUL17600PE,NIFTY,0,2022-07-28,17600.0,0.05,50,PE,NFO-OPT,NFO
30476,14093570,55053,NIFTY22JUL17650CE,NIFTY,0,2022-07-28,17650.0,0.05,50,CE,NFO-OPT,NFO
